level,notation,prefLabel@de,scopeNote@de
"4","CR 366","Reiseliteratur",""
"4","CR 367","Frauen. Weiblichkeit",""
"4","CR 368","Märchen (Kunstmärchen). Märchensammlungen",""
"4","CR 370","Sonstiges",""
"3","CR 380","Trivialliteratur. Populäre Literatur",""
"3","CR 390","Kinder- und Jugendliteratur",""
"3","CR 400-","Darstellungen zur Geschichte und Theorie einzelner Gattungen und Formen",""
"4","CR 400","Allgemeines",""
"4","CR 450","Lyrik",""
"4","CR 500","Dramatik",""
"4","CR 550","Epik",""
"4","CR 600","Sonstige Gattungen und Formen",""
"3","CR 650","Darstellungen der Gattungen nach Epochen und Jahrhunderten",""
"4","CR 655","Frühzeit. Antike",""
"4","CR 660","Mittelalter",""
"4","CR 665","Neuzeit bis 16. Jahrhundert",""
"4","CR 670","17. Jahrhundert",""
"4","CR 675","18. Jahrhundert",""
"4","CR 680","19. Jahrhundert",""
"4","CR 685","20. Jahrhundert",""
"3","CR 800-","Epochen, Richtungen, Stile, Schulen, Gruppen",""
"4","CR 800","Allgemeines",""
"4","CR 810","Epochenproblematik",""
"4","CR 820","Frühzeit. Altertum",""
"4","CR 830","Mittelalter",""
"4","CR 840-","Neuzeit",""
"5","CR 840","Allgemeines. Übergreifendes",""
"5","CR 850","Humanismus. Renaissance",""
"5","CR 855","Barock. Klassizismus",""
"5","CR 860","Rokoko",""
"5","CR 865","Rationalismus. Aufklärung",""
"5","CR 870","Sentimentalismus. Sturm und Drang",""
"5","CR 872","Klassik",""
"5","CR 875","Vorromantik. Romantik",""
"5","CR 880","Realismus des 19. Jahrhunderts",""
"5","CR 885","Naturalismus",""
"5","CR 890","Symbolismus",""
"5","CR 895","Décadence. Fin de siêcle",""
"5","CR 900","Jugendstil",""
"5","CR 905","Impressionismus",""
"5","CR 910","Avantgardeliteraturen des frühen 20. Jahrhunderts (Expressionismus, Dada, Surrealismus, Futurismus etc.)",""
"5","CR 915","Existentialismus",""
"5","CR 920","Realismus des 20. Jahrhunderts",""
"5","CR 925","Strukturalismus",""
"4","CR 930","Moderne",""
"4","CR 935","Postmoderne",""
"4","CR 940","Nationalismus",""
"4","CR 950","Feministische Literatur und ihre Geschichte",""
"4","CR 954","Ecocriticism",""
"4","CR 955","Dokumentarliteratur",""
"4","CR 960","Fantastische Literatur",""
"4","CR 990","Sonstige",""
"2","CS","Literaturkritik",""
"3","CS 10","Handbücher",""
"3","CS 20","Spezielle Bibliographien",""
"3","CS 25","Forschungsdokumentationen",""
"3","CS 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"3","CS 35","Zeitschriften",""
"3","CS 40","Gesamtdarstellungen",""
"3","CS 50","Einführende Texte. Lehrbücher.",""
"3","CS 100-","Theorie und Methode der Literaturkritik",""
"4","CS 100","Allgemeines",""
"4","CS 150","Einzelfragen",""
"4","CS 160","Wertungsproblematik",""
"4","CS 190","Schulen, Richtungen",""
"3","CS 300-","Geschichte der Literaturkritik",""
"4","CS 300","Allgemeines",""
"4","CS 310","Altertum",""
"4","CS 320","Mittelalter",""
"4","CS 330-","Neuzeit",""
"5","CS 330","Allgemeines",""
"5","CS 340","16./17. Jahrhundert",""
"5","CS 350","17./18. Jahrhundert",""
"5","CS 360","18./19. Jahrhundert",""
"5","CS 370","19./20. Jahrhundert",""
"5","CS 380","20. Jahrhundert",""
"4","CS 400","Feministische Literaturkritik",""
"2","CT","Angewandte Literaturwissenschaft",""
"3","CT 10","Handbücher",""
"3","CT 20","Spezielle Bibliographien",""
"3","CT 25","Forschungsdokumentationen",""
"3","CT 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"3","CT 35","Zeitschriften",""
"3","CT 40","Gesamtdarstellungen",""
"3","CT 50","Einführende Texte. Lehrbücher.",""
"3","CT 100","Allgemeines",""
"3","CT 200","Literaturdidaktik",""
"3","CT 300","Rhetorik",""
"3","CT 400","Normative Stilistik",""
"3","CT 500","Übersetzung,",""
"3","CT 600","Edition",""
"3","CT 700","Creative Writing",""
"2","CV","Sammlungen literarischer Texte. Anthologien",""
"3","CV 100","Allgemeines Sammlungen",""
"3","CV 200","Thematische Sammlungen",""
"3","CV 300","Sammlungen nach Kulturräumen",""
"3","CV 400","Sammlungen nach Gattungen",""
"4","CV 450","Lyrik",""
"4","CV 500","Dramatik",""
"4","CV 550","Epik",""
"1","CZ","Festschriften",""
"2","CZ 200","Festschriften",""
"0","E","Englische Sprach- und Literaturwissenschaft",""
"1","EA","Englische Sprach- und Literaturwissenschaft",""
"2","EA 10","Handbücher.",""
"2","EA 20","Spezielle Bibliographien",""
"2","EA 25","Forschungsdokumentationen",""
"2","EA 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"2","EA 35","Zeitschriften",""
"2","EA 40","Gesamtdarstellungen. Einführende Texte. Lehrbücher.",""
"2","EA 90","Geschichte der Fächer: Anglistik, Amerikanistik",""
"2","EA 500-","Englischsprachige Literaturen insgesamt",""
"3","EA 500","Allgemeines",""
"3","EA 550-","Theorie der Literatur",""
"4","EA 550","Allgemeines",""
"4","EA 570","Poetik",""
"4","EA 580","Gattungstheorie",""
"4","EA 590","Stilforschung",""
"4","EA 620","Interpretationssammlungen",""
"4","EA 630","Sonstiges",""
"3","EA 700","Literaturkritik",""
"3","EA 750","Literatur und einzelne soziale und politische Phänomene",""
"3","EA 780","Literatur und Sozialwissenschaften",""
"3","EA 790","Literatur und andere Wissenschaften",""
"2","EA 800-","Literaturgeschichte",""
"3","EA 800","Allgemeines",""
"2","EA 830-","Themen-, Stoff- und Motivforschung",""
"3","EA 830","Allgemeines",""
"3","EA 835","Antike Themen, Stoffe und Motive",""
"3","EA 840","Mittelalterliche Themen, Stoffe und Motive",""
"3","EA 845","Neuzeitliche Themen, Stoffe und Motive",""
"3","EA 847","Themen, Stoffe und Motive der Moderne",""
"3","EA 848","Frauen in der Literatur. Schreibende Frauen",""
"2","EA 850-","Einzelne Epochen, Stile und Richtungen",""
"3","EA 850","Allgemeines",""
"3","EA 855","Epochenproblematik",""
"3","EA 860","Mittelalter",""
"3","EA 870","16. Jahrhundert",""
"3","EA 872","17. Jahrhundert",""
"3","EA 874","18. Jahrhundert",""
"3","EA 876","19. Jahrhundert",""
"3","EA 878","20. Jahrhundert",""
"2","EA 880-","Einzelne Gattungen",""
"3","EA 880","Allgemeines. Gattungsübergreifendes",""
"3","EA 890","Lyrik",""
"3","EA 900","Dramatik",""
"3","EA 910","Epik",""
"3","EA 940","Sonstige",""
"1","EB","Allgemeines zur englischen Sprache. Allgemeines zur Englischen Sprachwissenschaft.",""
"2","EB 10","Handbücher.",""
"2","EB 20","Spezielle Bibliographien",""
"2","EB 25","Forschungsdokumentationen",""
"2","EB 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"2","EB 35","Zeitschriften",""
"2","EB 40","Gesamtdarstellungen. Einführende Texte. Lehrbücher.",""
"2","EB 90","Geschichte der englischen Sprachwissenschaft",""
"2","EB 95","Methodisches",""
"2","EB 200","Allgemeines",""
"3","EB 210","Zur Sprachanalyse: theoretische Richtungen",""
"3","EB 215","Historisch-vergleichende Analyse (diachronisch)",""
"3","EB 220","Britischer Kontextualismus",""
"3","EB 225","Notional Grammar (O. Jespersen)",""
"3","EB 230","Funktionalismus (z.B. Prager Schule)",""
"3","EB 235","Amerikanischer Strukturalismus (Fries etc.)",""
"3","EB 240","Generative Grammatik",""
"3","EB 245","Kasusgrammatik",""
"3","EB 250","Neueste Alternativansätze, vergleiche auch CG 200 ff.",""
"3","EB 280","Computerlinguistik. Mathematische Linguistik, vergleiche auch CK 630 und CK 640",""
"1","EC","Historische Sprachwissenschaft des Englischen",""
"2","EC 10","Handbücher",""
"2","EC 20","Spezielle Bibliographien",""
"2","EC 25","Forschungsdokumentationen",""
"2","EC 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"2","EC 35","Zeitschriften",""
"2","EC 40","Gesamtdarstellungen.",""
"2","EC 50","Einführende Texte. Lehrbücher",""
"2","EC 100","Allgemeines",""
"2","EC 150","Vorgeschichte",""
"2","EC 200","Sprachgeschichte",""
"2","EC 240","Frühe Einflüsse anderer Sprachen",""
"2","EC 250-","Sprachwandel (wenn mehr als zwei Perioden umfassend)",""
"3","EC 250","Allgemeines",""
"3","EC 252","Phonetik. Phonologie",""
"3","EC 254","Syntax. Morphologie",""
"3","EC 256","Lexik. Semantik",""
"2","EC 300","Sprachverbreitung. Sprachkontakt",""
"1","ED","Altenglisch",""
"2","ED 10","Handbücher",""
"2","ED 20","Spezielle Bibliographien",""
"2","ED 25","Forschungsdokumentationen",""
"2","ED 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"2","ED 35","Zeitschriften",""
"2","ED 40","Gesamtdarstellungen.",""
"2","ED 50","Einführende Texte. Lehrbücher",""
"2","ED 100","Allgemeines",""
"2","ED 160-","Quellentexte",""
"3","ED 160","Allgemeines. Sammlungen",""
"3","ED 170","Einzelne Texte (alph.)",""
"2","ED 200","Sprachwandel. Sprachverbreitung. Sprachkontakt",""
"2","ED 250","Phonetik und Phonologie. Schrift",""
"2","ED 300","Grammatik",""
"3","ED 320","Allgemeines",""
"2","ED 360-","Morphologie",""
"3","ED 360","Allgemeines",""
"3","ED 365","Flexion",""
"3","ED 370","Wortbildung",""
"2","ED 380-","Lexikologie. Semantik",""
"3","ED 380","Allgemeines",""
"3","ED 382","Wortbedeutung. Lexikalische Semantik",""
"3","ED 384","Idiomatik",""
"3","ED 386","Satzsemantik",""
"3","ED 500","Syntax",""
"2","ED 600","Stilistik. Textlinguistik",""
"2","ED 800-","Dialektologie",""
"3","ED 800","Allgemeines",""
"2","ED 810-","Anglisch",""
"3","ED 810","Allgemeines",""
"3","ED 812","Mercisch",""
"3","ED 814","Nordhumbrisch",""
"3","ED 820","Kentisch",""
"3","ED 830","Westsächsisch",""
"1","EE","Mittelenglisch",""
"2","EE 10","Handbücher",""
"2","EE 20","Spezielle Bibliographien",""
"2","EE 25","Forschungsdokumentationen",""
"2","EE 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"2","EE 35","Zeitschriften",""
"2","EE 40","Gesamtdarstellungen.",""
"2","EE 50","Einführende Texte. Lehrbücher",""
"2","EE 100","Allgemeines",""
"2","EE 160-","Quellentexte",""
"3","EE 160","Allgemeines. Sammlungen",""
"3","EE 170","Einzelne Texte (alph.)",""
"2","EE 200","Sprachwandel. Sprachverbreitung. Sprachkontakt",""
"2","EE 300-","Grammatik",""
"3","EE 300","Allgemeines",""
"3","EE 320","Phonetik und Phonologie",""
"3","EE 340","Schrift",""
"2","EE 360-","Morphologie",""
"3","EE 360","Allgemeines",""
"3","EE 365","Flexion",""
"3","EE 370","Wortbildung",""
"2","EE 380-","Lexikologie. Semantik",""
"3","EE 380","Allgemeines",""
"3","EE 382","Wortbedeutung. Lexikalische Semantik",""
"3","EE 384","Idiomatik",""
"3","EE 386","Satzsemantik",""
"3","EE 500","Syntax",""
"3","EE 550","Pragmatik",""
"2","EE 600","Stilistik. Textlinguistik",""
"2","EE 700-","Soziolinguistik",""
"3","EE 700","Allgemeines",""
"3","EE 710","Varietäten",""
"2","EE 800","Dialektologie",""
"3","EE 810","Allgemeines",""
"3","EE 820","Kent",""
"3","EE 830","London",""
"3","EE 840","Midland/East",""
"3","EE 850","Midland/West",""
"3","EE 860","Nordengland",""
"3","EE 870","Schottland",""
"3","EE 880","Südengland",""
"1","EF","Frühneuenglisch. Early, Modern English",""
"2","EF 10","Handbücher",""
"2","EF 20","Spezielle Bibliographien",""
"2","EF 25","Forschungsdokumentationen",""
"2","EF 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"2","EF 35","Zeitschriften",""
"2","EF 40","Gesamtdarstellungen.",""
"2","EF 50","Einführende Texte. Lehrbücher",""
"2","EF 100","Allgemeines",""
"2","EF 160-","Quellentexte",""
"3","EF 160","Allgemeines. Sammlungen",""
"3","EF 170","Einzelne Texte (alph.)",""
"2","EF 200","Sprachverbreitung. Sprachkontakt",""
"2","EF 300-","Grammatik",""
"3","EF 300","Allgemeines",""
"3","EF 320","Phonetik und Phonologie",""
"3","EF 340","Schrift",""
"2","EF 360-","Morphologie",""
"3","EF 360","Allgemeines",""
"3","EF 365","Flexion",""
"3","EF 370","Wortbildung",""
"2","EF 380-","Semantik. Lexikologie",""
"3","EF 380","Allgemeines",""
"3","EF 382","Wortbedeutung. Lexikalische Semantik",""
"3","EF 384","Idiomatik",""
"3","EF 386","Satzsemantik",""
"3","EF 400","Syntax",""
"3","EF 450","Pragmatik",""
"2","EF 500","Stilistik. Textlinguistik",""
"2","EF 700-","Sprache und Gesellschaft. Soziolinguistik",""
"3","EF 700","Allgemeines",""
"3","EF 710","Varietäten",""
"3","EF 750","Sprachnormen",""
"3","EF 760","Sprachkritik",""
"3","EF 780","Sprachpflege",""
"2","EF 800","Dialektologie",""
"1","EG","Neuenglisch. Modern English",""
"2","EG 100","Allgemeines",""
"2","EG 200-","Sprachverbreitung. Sprachkontakt",""
"3","EG 200","Allgemeines",""
"2","EG 220-","Einzelne Gebiete",""
"3","EG 220","Nordamerika",""
"3","EG 225","Karibik. Westindische Inseln",""
"3","EG 230","Australien. Neuseeland",""
"3","EG 235","Afrika. Südafrika",""
"3","EG 236","Asien",""
"3","EG 240","Englisch als Verkehrssprache",""
"3","EG 245","Allgemeines",""
"3","EG 250","Englisch als Welthilfssprache",""
"3","EG 255","Englischbasierte Pidgin- und Kreolsprachen",""
"3","EG 260","Kontrastive Untersuchungen",""
"2","EG 300-","Grammatik",""
"3","EG 300","Allgemeines. Einzelne Grammatiken",""
"2","EG 320-","Phonetik und Phonologie",""
"3","EG 320","Allgemeines",""
"3","EG 325","Prosodie",""
"3","EG 330","Phonetik",""
"3","EG 335","Phonologie",""
"2","EG 340","Graphematik. Orthographik. Interpunktion",""
"2","EG 360-","Morphologie",""
"3","EG 360","Allgemeines",""
"3","EG 365","Flexion",""
"3","EG 370","Wortbildung",""
"2","EG 380-","Syntax",""
"3","EG 380","Allgemeines",""
"3","EG 382","Wortarten",""
"3","EG 385","Grammatische Kategorien",""
"3","EG 395","Satzglieder (Subjekt, Objekt, etc.)",""
"3","EG 400","Einfacher Satz",""
"3","EG 410","Komplexer Satz",""
"3","EG 430","Spezielle Konstruktionen",""
"2","EG 450-","Lexikologie. Semantik. Pragmatik",""
"3","EG 450","Allgemeines",""
"2","EG 452-","Lexikologie",""
"3","EG 452","Allgemeines",""
"3","EG 454","Wortsemantik",""
"3","EG 456","Lehnwörter. FreMEwörter. Etymologie",""
"3","EG 458","Namenforschung. Onomasiologie",""
"3","EG 460","Idiomatik",""
"3","EG 470","Satzsemantik",""
"3","EG 480","Pragmatik",""
"3","EG 490","Kognitive Linguistik",""
"2","EG 500","Textlinguistik",""
"2","EG 600","Stilistik. Rhetorik",""
"2","EG 700-","Sprache und Gesellschaft. Soziolinguistik",""
"3","EG 700","Allgemeines",""
"2","EG 720-","Varietäten",""
"3","EG 720","Allgemeines",""
"2","EG 730-","Soziolekte",""
"3","EG 730","Allgemeines",""
"3","EG 732","British English. American English",""
"3","EG 738","Andere Varietäten",""
"3","EG 745","Register. Funktionalstile",""
"3","EG 750","Sprache und Geschlecht. Feministische Linguistik",""
"3","EG 760","Sprachnormen. Sprachbewußtsein",""
"3","EG 770","Sprachkritik. Sprachpflege. Sprachpolitik. Sprachplanung",""
"2","EG 800-","Dialektologie",""
"3","EG 800","Allgemeines",""
"3","EG 820","Dialekte der britischen Inseln",""
"3","EG 822","Allgemeines",""
"3","EG 824","London",""
"3","EG 826","The South",""
"3","EG 828","The North",""
"3","EG 830","Wales",""
"3","EG 832","Schottland",""
"3","EG 834","Irland",""
"2","EG 840-","Dialekte Nordamerikas",""
"3","EG 840","Allgemeines",""
"3","EG 842","Eastern USA",""
"3","EG 844","Midwest USA",""
"3","EG 846","West USA",""
"3","EG 848","Southern USA",""
"3","EG 860","Sonstige Dialektgebiete",""
"2","EG 900-","Psycholinguistik",""
"3","EG 900","Allgemeines",""
"2","EG 910-","Sprache und Kognition",""
"3","EG 910","Allgemeines",""
"3","EG 912","Wahrnehmung und Produktion von Sprache",""
"3","EG 914","Sprache und Denken",""
"3","EG 916","Sprachliche Relativität",""
"2","EG 920-","Spracherwerb",""
"3","EG 920","Allgemeines",""
"3","EG 922","Biologische Grundlagen (des Englischen)",""
"3","EG 924","Erstspracherwerb",""
"3","EG 926","Zweit-/FreMEsprachenerwerb",""
"3","EG 928","Bilingualismus. Multilingualismus",""
"3","EG 930","Sprachstörungen,",""
"1","EH","Angewandte Sprachwissenschaft",""
"2","EH 10","Handbücher",""
"2","EH 20","Spezielle Bibliographien",""
"2","EH 25","Forschungsdokumentationen",""
"2","EH 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"2","EH 35","Zeitschriften",""
"2","EH 40","Gesamtdarstellungen.",""
"2","EH 50","Einführende Texte. Lehrbücher",""
"2","EH 100","Allgemeines",""
"2","EH 200-","Angewandt-kontrastive Linguistik. Komparative Linguistik",""
"3","EH 200","Allgemeines. Theorie",""
"3","EH 210","Sprachvergleiche",""
"3","EH 220","Kontrastive bzw. komparative Phonologie bzw. Aussprache",""
"3","EH 230","Kontrastive bzw. komparative Morphologie bzw. Lexik",""
"3","EH 240","Kontrastive bzw. komparative Syntax bzw. Semantik",""
"3","EH 250","Kontrastive bzw. komparative Stilistik",""
"2","EH 300-","Fehlerlinguistik",""
"3","EH 300","Allgemeines",""
"3","EH 310","Empirische Fehleruntersuchungen",""
"3","EH 340","Natürliche bzw. gesteuerte Erwerbssequenzen",""
"3","EH 350","Interimsgrammatiken",""
"2","EH 400","Sprachlehrforschung",""
"2","EH 500-","Methodik und Didaktik des Englischunterrichts",""
"3","EH 500","Allgemeines",""
"3","EH 510","Methoden und Techniken des FreMEsprachenunterrichts; Englisch als Erstsprache",""
"3","EH 520","FreMEsprachendidaktik; Englisch als Zweitsprache",""
"3","EH 530","Lehrmaterialien. Sprachlehrbuchforschung",""
"3","EH 540","Lehrbücher",""
"2","EH 600-","Übersetzung",""
"3","EH 600","Allgemeines",""
"3","EH 610","Theorie",""
"3","EH 620","Techniken",""
"3","EH 640","Hilfsmittel",""
"2","EH 700-","Fachsprachen",""
"3","EH 700","Allgemeines",""
"3","EH 710","Fächerorientierte Untersuchungen",""
"2","EH 800","Andere Anwendungen",""
"2","EH 900","Lexikographie",""
"1","EL","Englische Literaturwissenschaft",""
"2","EL 10","Handbücher",""
"2","EL 20","Spezielle Bibliographien",""
"2","EL 25","Forschungsdokumentationen",""
"2","EL 30","Jahrbücher, laufende Veröffentlichungen von Institutionen des Fachs",""
"2","EL 35","Zeitschriften",""
"2","EL 40","Gesamtdarstellungen.",""
"2","EL 50","Einführende Texte. Lehrbücher.",""
"2","EL 100-","Theorie der Literatur",""
"3","EL 100","Allgemeines",""
"2","EL 110-","Poetik",""
"3","EL 110","Allgemeines",""
"3","EL 115","Geschichte der Poetik",""
"3","EL 120","Metrik. Rhythmik",""
"3","EL 125","Stilistik. Rhetorik",""
"3","EL 140","Sonstiges",""
"2","EL 150-","Kritik",""
"3","EL 150","Allgemeines",""
"3","EL 155","Theorie. Methodologie",""
"3","EL 180","Interpretationssammlung",""
"3","EL 185","Sonstiges",""
"2","EL 190-","Gattungstheorie",""
"3","EL 190","Allgemeines",""
"3","EL 191","Lyrik",""
"3","EL 192","Dramatik",""
"3","EL 193","Epik",""
"3","EL 194","Sonstige",""
"2","EL 197-","Stil- und Epochenproblematik",""
"3","EL 197","Allgemeines",""
"3","EL 198","Einzelfragen",""
"2","EL 200-","Literatur und Sozialwissenschaften",""
"3","EL 200","Allgemeines",""
"3","EL 210","Literaturpsychologie",""
"3","EL 220","Literatur und einzelne Richtungen bzw. Schulen der Psychologie",""
"2","EL 250-","Literatursoziologie",""
"3","EL 250","Allgemeines. Literatur als Institution",""
"3","EL 260","Produktion und Distribution",""
"3","EL 270","Rezeption und Wirkung. Soziologie des literarischen Publikums",""
"2","EL 280-","Literarisches Leben. Literarische Öffentlichkeit",""
"3","EL 280","Allgemeines",""
"3","EL 281","Literarische Zeitschriften und Anthologien",""
"3","EL 283","Literarische Zirkel",""
