notation,prefLabel,scopeNote,level
WMPF,Gardening: growing fruit & vegetables,,4
WMPH,Gardening: herbs,,4
WMPM,Succulents & cacti,,4
WMPS,Gardening: shrubs & trees,,4
WMPX,House plants,,4
WMQ,Specialized gardening methods,,3
WMQB,Bonsai,,4
WMQF,Organic gardening,,4
WMQL,Landscape gardening,,4
WMQN,Natural & wild gardening,,4
WMQP,Gardening with native plants,,4
WMQR,Container gardening,,4
WMQW,"Water gardens, pools",,4
WMT,Allotments,,3
WN,Natural history,"Use WN* codes for popular works only; prefer sub-sections PS “Biology, Life Sciences”, RG “Earth Sciences”, RN “The Environment”, TV “Agriculture and Farming” for specialist and academic works. For popular science, us PDZ “Popular science”",2
WNA,Dinosaurs & the prehistoric world,,3
WNC,Wildlife: general interest,,3
WNCB,Wildlife: birds & birdwatching,,4
WNCF,Wildlife: mammals,,4
WNCK,Wildlife: reptiles & amphibians,,4
WNCN,"Wildlife: butterflies, other insects & spiders",,4
WNCS,Wildlife: aquatic creatures,,4
WNCS1,Sea life & the seashore,,5
WNCS2,Freshwater life,,5
WND,"The countryside, country life",,3
WNF,Farm & working animals,,3
WNG,Domestic animals & pets,,3
WNGC,Cats as pets,,4
WNGD,Dogs as pets,,4
WNGD1,Dog obedience & training,,5
WNGF,Fishes & aquaria,,4
WNGH,Horses & ponies,,4
WNGK,"Birds, including cage birds, as pets",,4
WNGR,Rabbits & rodents as pets,"Class here: mice, hamsters, guinea pigs, gerbils, etc as pets",4
WNGS,Reptiles & amphibians as pets,"Class here: snakes, lizards, newts, terrapins etc, as pets",4
WNGX,Insects & spiders as pets,,4
WNH,Zoos & wildlife parks,,3
WNP,"Trees, wildflowers & plants",See also: WMP “Gardening: plants” and following,3
WNR,"Rocks, minerals & fossils",,3
WNW,The Earth: natural history general,"Class here: popular works on natural history of the Earth, earthquakes and volcanoes, etc; prefer also: sub-sections RB “Earth Sciences” and RG “Geography” for specialist and academic works",3
WNWM,Weather,"Class here: popular works on weather, including storms and other extreme weather conditions; prefer RBP “Meteorology and climatology” for specialist and academic works",4
WNX,Popular astronomy & space,"Class here: Constellation and star guides, sky at night; prefer PG “Astronomy, Space and Time” and following for specialist and academic works",3
WQ,"Local interest, family history & nostalgia",,2
WQH,Local history,,3
WQN,Nostalgia: general,"Note: use with other code indicating subject where appropriate, eg WGF “Trains and railways: general interest”",3
WQP,Places in old photographs,,3
WQY,"Family history, tracing ancestors",,3
WS,Sports & outdoor recreation,,2
WSB,Sporting events & management,,3
WSBB,Olympic & Paralympic games,,4
WSBG,Sports governing bodies,Note: use with other code denoting sport,4
WSBM,Sports management & facilities,Note: use with specific WS* code where applicable,4
WSBT,Sports teams & clubs,Note: use with other code denoting sport,4
WSBV,Sporting venues,"Note: use with other code denoting sport, where applicable",4
WSBX,History of sport,"Use  after specific WS* code for histories of specific sports, or alone for general history of sport. Prefer JHBS “Sociology: sport and leisure” for academic / sociological treatment of sport",4
WSC,Disability sports,Use in conjunction with specific WS* codes where applicable. See also: WSBB “Olympic and Paralympic games”,3
WSD,Sports training & coaching,,3
WSDF,"Sport science, physical education","Use for books on PE as a subject, eg at A level and degree level, and for sports science titles",4
WSDP,Sports psychology,,4
WSDX,Drug abuse in sport,,4
WSE,Extreme sports,,3
WSF,Air sports & recreations,"Class here: ballooning, paragliding, skydiving, gliding, etc",3
WSJ,Ball games,,3
WSJA,"Football (Soccer, Association football)",,4
WSJA1,World Cup,,5
WSJC,Cricket,,4
WSJF,Rugby football,,4
WSJF1,Rugby Union,,5
WSJF2,Rugby League,,5
WSJG,Golf,,4
WSJH,Hockey,,4
WSJJ,Lacrosse,,4
WSJK,Hurling,,4
WSJL,Gaelic football,,4
WSJM,Basketball,,4
WSJN,Netball,,4
WSJQ,Australian Rules football,,4
WSJR,Racket games,,4
WSJR2,Tennis,,5
WSJR3,Badminton,,5
WSJR4,Squash & rackets,,5
WSJR5,Table tennis,,5
WSJS,American football,,4
WSJT,Baseball,,4
WSJV,Volleyball,,4
WSJY,"Bowls, bowling, petanque",,4
WSJZ,"Snooker, billiards, pool",,4
WSK,"Track & field sports, athletics",,3
WSKC,Marathon & cross-country running,,4
WSKQ,Multidiscipline sports,"Note: eg triathlon, pentathlon, heptathlon",4
WSL,Gymnastics,,3
WSM,Weightlifting,,3
WSN,Equestrian & animal sports,,3
WSNB,Horse racing,,4
WSNF,"Riding, showjumping & horsemanship","Class here: eventing, dressage",4
WSNP,Greyhound racing,,4
WSP,Motor sports,,3
WSPC,Car racing,,4
WSPC1,Formula 1 & Grand Prix,,5
WSPG,Motor rallying / rally driving,,4
WSPM,Motorcycle racing,,4
WSQ,Cycling,,3
WSR,"Rollerblading, skateboarding, etc",,3
WSS,Water sports & recreations,,3
WSSC,Swimming & diving,,4
WSSC1,Sub-aqua swimming,"Class here: scuba, snorkelling",5
WSSG,"Surfing, windsurfing, water skiing",,4
WSSN,Boating,,4
WSSN1,Motor / power boating & cruising,,5
WSSN3,Sailing,,5
WSSN5,Canoeing & kayaking,,5
WSSN7,Rowing,,5
WST,Combat sports & self-defence,,3
WSTB,Boxing,,4
WSTC,Wrestling,,4
WSTF,Fencing,,4
WSTM,Oriental martial arts,,4
WSU,Bodybuilding,,3
WSW,Winter sports,,3
WSWK,Skiing,,4
WSWM,Snowboarding,,4
WSWS,Ice-skating,,4
WSWY,Ice hockey,,4
WSX,"Field sports: fishing, hunting, shooting",,3
WSXF,"Fishing, angling",,4
WSXH,Hunting or shooting animals & game,,4
WSXR,Archery,,4
WSXS,"Small firearms, guns & other equipment",,4
WSXT,Target shooting,,4
WSZ,Active outdoor pursuits,,3
WSZC,"Walking, hiking, trekking",,4
WSZG,Climbing & mountaineering,,4
WSZK,Orienteering,,4
WSZN,Caving & potholing,,4
WSZR,Camping & woodcraft,,4
WSZV,Outdoor survival skills,,4
WT,Travel & holiday,"Note: with WT* codes, assign also the most specific Geographical qualifier available wherever possible",2
WTD,Travel tips & advice: general,,3
WTH,Travel & holiday guides,"For shopping guides, use WJS “Shopping guides”",3
WTHA,Adventure holidays,,4
WTHB,Business travel,,4
WTHC,Eco-tourist guides,,4
WTHF,Travel with children / family holidays,,4
WTHH,Hotel & holiday accommodation guides,,4
WTHH1,Caravan & camp-site guides,,5
WTHM,"Museum, historic sites, gallery & art guides",,4
WTHR,"Restaurant, cafe & pub guides",,4
WTHT,Theme parks & funfairs,,4
WTHX,Cruises,,4
WTK,Language phrasebooks,,3
WTL,Travel writing,,3
WTLC,Classic travel writing,,4
WTLP,Expeditions,Note: use for popular accounts; prefer RGR “Geographical discovery and exploration” for academic works,4
WTM,Places & peoples: general & pictorial works,,3
WTR,Travel maps & atlases,See also: RGS “Geographical maps (specialist)”; GBG “Geographical reference” and following,3
WTRD,Road atlases & maps,,4
WTRM,Travel maps,"Class here: all folded maps other than city maps, including Ordnance Survey etc",4
WTRS,Street maps & city plans,"Class here: A–Z, Streetfinder, etc",4
WZ,Miscellaneous items,,2
WZG,Gift books,,3
WZS,Stationery items,"Class here: diaries, calendars, posters, kits, postcard packs, bookmarks, etc",3
Y,"Children's, Teenage & educational",Do not use “Y” on individual books. Select appropriate code(s) from Section Y below,1
YB,"Picture books, activity books & early learning material","Do not use “YB” on individual books, but select from YB* codes below. With YB* codes, also assign appropriate 5A* Reading Age/Level Qualifier where possible",2
YBC,Picture books,Prefer more precise sub-category below where possible,3
YBCB,Baby books,"Class here: small format, board book or rag book picture books with little or no text, and no early learning content",4
YBCH,Picture books: character books,"Use for all books based on TV or film characters, and all books featuring established pictorially-represented characters used in several books and or other products, eg Miffy, Maisy, Spot, Bob the Builder, Beatrix Potter books, Disney books, Rupert Bear, Tintin etc",4
YBCS,Picture storybooks,Class here: picture books with a strong narrative text,4
YBG,Interactive & activity books & packs,,3
YBGC,Colouring & painting activity books,,4
YBGK,Press out & kit books,,4
YBGP,Pop-up & lift-the-flap books,,4
YBGS,Sticker & stamp books,,4
YBGT,"Novelty, toy & die-cut books",Class here: ‘gift books’ for children,4
YBGT1,"Sound story, noisy books, musical books",,5
YBGT3,Touch & feel books,,5
YBGT5,Magnet books,,5
YBGT7,Jigsaw books,,5
YBL,Early learning / early learning concepts,,3
YBLA,Early learning: ABC books / alphabet books,,4
YBLA1,Early learning: first word books,,5
YBLB,Early learning: rhyming & wordplay books,,4
YBLB1,Early learning: verse & rhymes,Class here: Nursery rhymes,5
YBLC,Early learning: numbers & counting,,4
YBLD,Early learning: colours,,4
YBLF,Early learning: opposites,,4
YBLH,"Early learning: size, shapes & patterns",,4
YBLJ,Early learning: time & seasons,"Class here: day and night, days of the week, seasons of the year, etc",4
YBLJ1,Early learning: telling the time,,5
YBLN,Early learning: first experiences,,4
YBLN1,Early learning: the senses,,5
YBLP,Early learning: people who help us,,4
YBLT,Early learning: things that go,,4
YD,"Children's / Teenage poetry, anthologies, annuals","Do not use “YD” on individual books, but select from YD* codes below. With YD* codes, also assign appropriate 5A* Reading Age/Level Qualifier where possible",2
YDA,Annuals (Children's / Teenage),"Use as first code for all annuals, with second code indicating type or subject area where possible",3
YDC,Anthologies (Children's / Teenage),"Use with other code denoting literary form where appropriate, eg with a YF* code for fiction anthologies, with YDP for poetry anthologies. Use alone for anthologies of various literary forms",3
YDP,Poetry (Children's / Teenage),,3
YF,Children's / Teenage fiction & true stories,"Use YF* codes for all fiction and true stories that read like fiction. With YF* codes, ALWAYS also assign appropriate 5A* Reading Age/Level Qualifier. For fiction anthologies, use YDC “Anthologies (Children’s/Teenage) with appropriate YF* code. For fiction dealing with specific social or personal issues, use YF* code with appropriate code from YX “Personal and social issues” and following. For school editions of fiction texts (ie typically with introduction, critical notes, etc), use YQEF “School editions of fiction texts” with appropriate YF* code",2
YFA,Classic fiction (Children's / Teenage),Note: use for novels published before c. 1945 or as indicated by publisher,3
YFB,General fiction (Children's / Teenage),Class here: all contemporary non-genre fiction for children and teenagers,3
YFC,Adventure stories (Children's / Teenage),,3
YFCB,Thrillers (Children's / Teenage),,4
YFCF,Crime & mystery fiction (Children's / Teenage),,4
YFD,"Horror & ghost stories, chillers (Children's / Teenage)",,3
YFG,Science fiction (Children's / Teenage),,3
YFH,Fantasy & magical realism (Children's / Teenage),"Class here: Harry Potter, etc",3
YFHR,Fantasy romance (Teenage),"Use for ‘dark romance’, vampire romance, etc; add 5X “Contains explicit material” where appropriate. See also FMR “Fantasy romance”",4
YFJ,Traditional stories (Children's / Teenage),"Class here: fairy tales, folk tales, myths and legends told as fiction",3
YFM,Romance & relationships stories (Children's / Teenage),,3
YFN,Family & home stories (Children's / Teenage),See also: YXF “Personal and social issues: family issues” and following for fiction specifically designed to address family issues,3
YFP,Animal stories (Children's / Teenage),,3
YFQ,Humorous stories (Children's / Teenage),"Note: Prefer ‘genre’ if possible, eg class humorous science fiction under YFG",3
YFR,Sporting stories (Children's / Teenage),,3
YFS,School stories (Children's / Teenage),,3
YFT,Historical fiction (Children's / Teenage),"Note: use for contemporary novels set in the past, ie set c. pre-1945",3
YFU,Short stories (Children's / Teenage),,3
YFW,Comic strip fiction / graphic novels (Children's / Teenage),"Class here: Tintin, Asterix etc. Add YBCH “Picture books: character books” where appropriate. Add 5X “Contains explicit material” or consider FX* codes for explicit or violent material",3
YFY,True stories (Children's / Teenage),,3
YN,Children's / Teenage: general non-fiction,"Do not use “YN” on individual books, but select from YN* codes below. Use YN* codes for all non-fiction non-educational general interest material not covered elsewhere. With YN* codes, also assign appropriate 5A* Reading Age/Level Qualifier where possible",2
YNA,Art: general interest (Children's / Teenage),,3
YNC,Music: general interest (Children's / Teenage),,3
YNCP,Pop music (Children's / Teenage),,4
YND,Drama & performing (Children's / Teenage),,3
YNDB,"Dance, ballet (Children's / Teenage)",,4
YNDS,Playscripts (Children's / Teenage),,4
YNF,Television & film (Children's / Teenage),,3
YNG,General knowledge & trivia (Children's / Teenage),,3
YNGL,"Libraries, museums, schools (Children's / Teenage)",,4
YNH,History & the past: general interest (Children's / Teenage),,3
YNJ,"Warfare, battles, armed forces (Children's / Teenage)",See also YXZW “Social issues: war and conflict issues” for issues-based approaches,3
YNK,Work & industry / world of work (Children's / Teenage),,3
YNL,"Literature, books & writers (Children’s/Teenage)","Use for fiction companions, biographies of and books about writers, and general interest books about literature and writing, as distinct from educational ‘lit crit’ works",3
YNM,People & places (Children's / Teenage),,3
YNN,Natural history (Children’s/Teenage),,3
YNNA,Dinosaurs & prehistoric world (Children's / Teenage),,4
YNND,Pets (Children's / Teenage),,4
YNNF,Farm animals (Children's / Teenage),,4
YNNR,Wildlife (Children's / Teenage),See also YXZG “Social issues: environment and green issues” for issues-based approaches,4
YNP,Practical interests (Children's / Teenage),,3
YNPC,Cooking & food (Children's / Teenage),,4
YNPG,Gardening (Children's / Teenage),,4
YNPH,Handicrafts (Children's / Teenage),,4
YNPK,Money (Children's / Teenage),,4
YNR,Religion & beliefs: general interest (Children's / Teenage),See also YXZR “Social issues: religious issues” for issues-based approaches,3
YNRB,Bibles & bible stories (Children's / Teenage),,4
YNT,Science & technology: general interest (Children's / Teenage),,3
YNTB,Buildings & construction (Children's / Teenage),,4
YNTR,Transport (Children's / Teenage),,4
YNTS,Space (Children's / Teenage),,4
YNU,Humour & jokes (Children's / Teenage),,3
YNUC,Cartoons & comic strips (Children's / Teenage),,4
YNV,"Hobbies, quizzes & games (Children's / Teenage)",,3
YNVP,Puzzle books (Children's / Teenage),,4
YNVU,Computer game guides (Children's / Teenage),,4
YNW,Sports & outdoor recreation (Children's / Teenage),,3
YNWA,Football / soccer (Children's / Teenage),,4
YNWB,Rugby (Children's / Teenage),,4
YNWC,Cricket (Children's / Teenage),,4
YNWG,Athletics & gymnastics (Children's / Teenage),,4
YNWW,Swimming & water sports (Children's / Teenage),,4
YNWY,"Cycling, boarding & skating (Children's / Teenage)",,4
YNX,"Mysteries, the supernatural, monsters & mythological beings (Children’s/Teenage)",,3
YNXF,UFOs & extraterrestrial beings (Children's / Teenage),,4
YNXW,Witches & ghosts (Children's / Teenage),Add Qualifier 5HH “Hallowe’en” if appropriate,4
YQ,Educational material,"Do not use “YQ” on individual books, but select from YQ* codes below. With YQ* codes, ALWAYS use assign also appropriate Educational Purpose qualifier. For teacher’s classroom resources, use JNUM “Teachers’ classroom resources and material” plus appropriate YQ* code(s). For home learning material, use 4Y. Use YQ* codes for primary and secondary educational material up to and including minimum school leaving age (GCSE in England and Wales, Standard Grade in Scotland); for further education,  advanced level and vocational qualifications, use adult categories",2
YQA,Educational: Art & design,,3
YQB,Educational: Music,,3
YQC,Educational: English language & literacy,,3
YQCR,Educational: English language: readers & reading schemes,,4
YQCR5,Educational: English language: readers & reading schemes: Synthetic Phonics,Use for readers and storybooks which specifically use the synthetic phonics system and techniques,5
YQCS,Educational: English language: reading & writing skills,,4
YQCS1,Educational: writing skills: handwriting,,5
YQCS5,Educational: English language: reading skills: Synthetic Phonics,Use for learning material which specifically uses the Synthetic Phonics system and techniques,5
YQD,Educational: drama studies,Class here: playscripts for schools,3
YQE,Educational: English literature,,3
YQEF,School editions of English literature fiction texts,Assign also appropriate YF* code where possible,4
YQES,School editions of Shakespeare,,4
YQF,Educational: Languages other than English,,3
YQFL,Educational: literature in languages other than English,"Class here: literary studies and criticism of works not in English, and the texts themselves",4
YQG,Educational: Geography,,3
YQH,Educational: History,,3
YQJ,Educational: Social sciences,"Class here: sociology, social sciences, modern studies. See YQN for ‘Citizenship’",3
YQJP,Educational: Psychology,,4
YQM,Educational: Mathematics & numeracy,,3
YQMT,Educational: Mathematics & numeracy: times tables,,4
YQN,Educational: Citizenship & social education,See also: YQJ “Educational: Social sciences”,3
YQNP,"Educational: Personal, social & health education (PSHE)",,4
YQR,Educational: Religious studies,,3
YQRA,Educational: school assembly resource material,,4
YQRC,Educational: Religious studies: Christianity,,4
YQRN,Educational: Religious studies: Non-Christian religions,,4
YQRN1,Educational: Religious studies: Judaism,,5
YQRN2,Educational: Religious studies: Islam,,5
YQRN3,Educational: Religious studies: Hinduism,,5
YQRN4,Educational: Religious studies: Buddhism,,5
YQS,"Educational: Sciences, general science",,3
YQSB,Educational: Biology,,4
YQSC,Educational: Chemistry,,4
YQSP,Educational: Physics,,4
YQT,Educational: Technology,,3
YQTD,Educational: Design & technology,,4
YQTF,Educational: Food technology,Class here: home economics,4
YQTU,"Educational: IT & computing, ICT",,4
YQV,Educational: Business studies & economics,,3
YQW,Educational: Physical education (including dance),,3
YQX,Educational: General studies / study skills general,,3
YQY,Educational: Vocational subjects,"Use for all vocational subjects (unless listed separately) taught in schools, eg health care, leisure and tourism, etc",3
YQZ,Educational: study & revision guides,"Use for ALL study and revision guides, with code above indicating subject where possible",3
YR,Reference material (Children's / Teenage),"Do not use “YR” on individual books, but select from YR* codes below",2
YRD,"Dictionaries, school dictionaries (Children's / Teenage)",With YRD* codes use Language qualifiers to indicate language(s) of dictionary,3
YRDC,Picture dictionaries (Children's / Teenage),,4
YRDL,Bilingual/multilingual dictionaries (Children's / Teenage),,4
YRE,Encyclopaedias (Children's / Teenage),"Note: use for non-subject-specific works only; for subject-specific reference works, use YRG",3
YRG,Reference works (Children's / Teenage),"Note: with YRG, assign also a subject code relating to the area or scope of the reference work where possible",3
YRW,Atlases & maps (Children’s/Teenage),,3
YX,Personal & social issues (Children's / Teenage),Use YX* codes alone or with other Y* codes indicating type of book. Use with appropriate YF* code for fiction designed to deal with these issues,2
YXA,Personal & social issues: body & health (Children's / Teenage),,3
YXAX,Personal & social issues: sex education & the facts of life (Children's / Teenage),,4
YXC,"Personal & social issues: bullying, violence & abuse (Children's / Teenage)",,3
YXF,Personal & social issues: family issues (Children's / Teenage),,3
YXFD,"Personal & social issues: divorce, separation, family break-up (Children's / Teenage)",,4
YXFM,Personal & social issues: siblings (Children's / Teenage),,4
YXFT,Personal & social issues: teenage pregnancy (Children's / Teenage),,4
YXG,Personal & social issues: death & bereavement (Children's / Teenage),,3
YXJ,Personal & social issues: drugs & addiction (Children's / Teenage),,3
YXK,Personal & social issues: disability & special needs (Children's / Teenage),,3
YXL,Personal & social issues: self-awareness & self-esteem (Children's / Teenage),,3
YXN,Personal & social issues: racism & multiculturalism (Children's / Teenage),,3
YXS,Personal & social issues: sexuality & relationships (Children's / Teenage),,3
YXT,Personal & social issues: truancy & school problems (Children's / Teenage),,3
YXV,Personal & social issues: careers guidance (Teenage),Use alone or with YQNP for schools-based material,3
YXZ,Social issues (Children's / Teenage),,3
YXZG,Social issues: environment & green issues (Children's / Teenage),,4
YXZR,Social issues: religious issues (Children's / Teenage),,4
YXZW,Social issues: war & conflict issues (Children's / Teenage),,4
YZ,Stationery & miscellaneous items (Children's / Teenage),"Use only for non-book items for children not able to be classified with any other Y* code. For gift books for children, use YBGT “Novelty, toy and die-cut books”",2
1,Geographical qualifiers,"Do not use “1” on individual books, as it is not a valid qualifier code; select appropriate qualifier code(s) from Section 1 below",1
1D,Europe,,2
1DB,British Isles,,3
1DBK,"United Kingdom, Great Britain",,4
1DBKE,England,,5
1DBKEA,East Anglia,,6
1DBKEAC,Cambridgeshire,,7
1DBKEAL,Lincolnshire,,7
1DBKEAN,Norfolk,,7
1DBKEAS,Suffolk,,7
1DBKEAX,Essex,,7
1DBKEM,Midlands,,6
1DBKEMD,Derbyshire & Peak District,,7
1DBKEMF,Herefordshire,,7
1DBKEML,Leicestershire,,7
1DBKEMM,Northamptonshire,,7
1DBKEMN,Nottinghamshire,,7
1DBKEMP,Shropshire,,7
1DBKEMR,Rutland,,7
1DBKEMS,Staffordshire,,7
1DBKEMT,Worcestershire,,7
1DBKEMW,"Warwickshire, West Midlands",Note: including Birmingham,7
1DBKEN,North West England,,6
1DBKENC,Cheshire,,7
1DBKENL,"Lancashire, Greater Manchester, Merseyside",Note: including Manchester and Liverpool,7
1DBKENM,Cumbria & Lake District,,7
1DBKES,South & South East England,,6
1DBKESB,Berkshire,,7
1DBKESD,Bedfordshire,,7
1DBKESF,Oxfordshire,,7
1DBKESH,Hampshire,,7
1DBKESK,Kent,,7
1DBKESL,"London, Greater London",,7
1DBKESR,Surrey,,7
1DBKEST,Hertfordshire,,7
1DBKESU,Buckinghamshire,,7
1DBKESW,Isle of Wight,,7
1DBKESX,Sussex,,7
1DBKEW,South West England,,6
1DBKEWC,Cornwall,,7
1DBKEWD,Devon,,7
1DBKEWG,Gloucestershire,,7
1DBKEWS,"Somerset, Bristol",,7
1DBKEWT,Dorset,,7
1DBKEWW,Wiltshire,,7
1DBKEY,North & North East England,,6
1DBKEYD,Durham,,7
1DBKEYK,Yorkshire,,7
1DBKEYN,"Northumberland, Tyne & Wear",Note: including Newcastle,7
1DBKN,Northern Ireland,,5
1DBKS,Scotland,,5
1DBKSB,Lowland Scotland & Borders,"Class here: Ayrshire, Dumfries and Galloway",6
1DBKSC,Central Scotland,"Class here: Edinburgh, Glasgow, Inverclyde, Fife, Lothian, Stirling",6
1DBKSH,"Northern Scotland, Highlands & Islands","Class here: Grampian, Angus, Aberdeen, Dundee",6
1DBKSHF,Orkney Islands,,7
1DBKSHJ,Shetland Islands,,7
1DBKSHL,"Western Isles, Outer Hebrides",,7
1DBKSHQ,Isle of Skye,,7
1DBKW,Wales,,5
1DBKWC,Mid Wales,Class here: Powys,6
1DBKWN,North Wales,"Class here: Caernarfon, Anglesey, Gwynedd, Clwyd, Snowdonia",6
1DBKWS,South Wales,"Class here: Cardiff, Swansea, Rhondda, Glamorgan, Gwent",6
1DBKWV,Southwest Wales,"Class here: Dyfed, Carmarthen, Pembrokeshire",6
1DBKX,Channel Islands,,5
1DBKZ,Isle of Man,,5
1DBR,Ireland,Note: use for Republic of Ireland and for Ireland as geographical whole,4
1DD,Western Continental Europe,,3
1DDB,Belgium,,4
1DDF,France,,4
1DDFC,Corsica,,5
1DDFM,Monaco,,5
1DDL,Luxembourg,,4
1DDN,Netherlands,,4
1DF,Central Europe,,3
1DFA,Austria,,4
1DFG,Germany,Note: use for pre- and post-partition Germany,4
1DFGE,"East Germany, DDR",,5
1DFGW,West Germany,,5
1DFH,Switzerland,,4
1DFHA,Alps,,5
1DFL,Liechtenstein,,4
1DN,"Northern Europe, Scandinavia",,3
1DNC,Iceland,,4
1DND,Denmark,,4
1DNDF,Faroe Islands,,5
1DNF,Finland,,4
1DNN,Norway,,4
1DNS,Sweden,,4
1DS,Southern Europe,,3
1DSE,Spain,,4
1DSEB,Balearic islands,,5
1DSEP,Pyrenees,,5
1DSG,Gibraltar,,4
1DSM,Malta,,4
1DSN,Andorra,,4
1DSP,Portugal,,4
1DST,Italy,,4
1DSTA,Sardinia,,5
1DSTC,Sicily,,5
1DSU,San Marino,,4
1DSV,Vatican,,4
1DV,Eastern Europe,,3
1DVC,Cyprus,,4
1DVG,Greece,,4
1DVGS,Greek islands,,5
1DVGSC,Crete,,6
1DVH,Hungary,,4
1DVK,Former Czechoslovakia,,4
1DVKC,Czech Republic,,5
1DVKS,Slovakia,,5
1DVP,Poland,,4
1DVT,Turkey,,4
1DVU,"Former Soviet Union, USSR (Europe)",,4
1DVUA,Russia,"Note: use for pre- and post-Soviet Russia; class here CIS, Russian Federation",5
1DVUAC,Chechnya,,6
1DVUB,Belarus (Belorussia),,5
1DVUC,Latvia,,5
1DVUE,Estonia,,5
1DVUF,Lithuania,,5
1DVUG,Georgia,,5
1DVUK,Ukraine,,5
1DVUM,Moldova (Moldavia),,5
1DVUR,Armenia,,5
1DVUZ,Azerbaijan,,5
1DVW,Southeast Europe,Class here: Balkans,4
1DVWA,Albania,,5
1DVWB,Bulgaria,,5
1DVWR,Romania,,5
1DVWY,Yugoslavia & former Yugoslavia,,5
1DVWYB,Bosnia-Herzegovina,,6
1DVWYC,Croatia,,6
1DVWYK,Kosovo,,6
1DVWYM,Macedonia,,6
1DVWYN,Montenegro,,6
1DVWYS,Serbia,,6
1DVWYV,Slovenia,,6
1F,Asia,,2
1FB,Middle East,"Class here: The Levant. For ‘Arabic countries’, use 1FB plus 1HB “North Africa”. See also: 1QFM “Islamic countries”",3
1FBH,Israel,,4
1FBJ,Jordan,,4
1FBL,Lebanon,,4
1FBN,Iran,,4
1FBP,Palestine,,4
1FBQ,Iraq,,4
1FBS,Syria,,4
1FBX,Arabian peninsula,,4
1FBXB,Bahrain,,5
1FBXK,Kuwait,,5
1FBXM,Oman,,5
1FBXQ,Qatar,,5
1FBXS,Saudi Arabia,,5
1FBXU,United Arab Emirates,"Class here: Dubai, Abu Dhabi, Sharjah",5
1FBXY,Yemen,,5
1FC,Central Asia,,3
1FCA,Afghanistan,,4
1FCD,Tajikistan (Tadzhikistan),,4
1FCK,"Kyrgyzstan (Kirghizstan, Kirghizia)",,4
1FCS,Siberia,,4
1FCT,Turkmenistan,,4
1FCU,Uzbekistan,,4
1FCZ,Kazakhstan,,4
1FK,Indian sub-continent,,3
1FKA,India,,4
1FKAH,Himalayas,,5
1FKAS,Andaman & Nicobar Islands,,5
1FKB,Bangladesh,,4
1FKH,Bhutan,,4
1FKN,Nepal,,4
1FKP,Pakistan,,4
1FKS,Sri Lanka (Ceylon),,4
1FM,South East Asia,,3
1FMB,Myanmar (Burma),,4
1FMC,Cambodia,"Class here: Kampuchea, Khmer Republic",4
1FML,Laos,,4
1FMM,Malaysia,,4
1FMN,Indonesia,,4
1FMNB,Bali,,5
1FMNT,East Timor,,5
1FMNX,Borneo,,5
1FMP,Philippines,,4
1FMR,Brunei,,4
1FMS,Singapore,,4
1FMT,Thailand,,4
1FMV,Vietnam,,4
1FP,"East Asia, Far East",,3
1FPC,China,,4
1FPCH,Hong Kong,,5
1FPCM,Macao,,5
1FPCT,Tibet,,5
1FPCW,Taiwan,,5
1FPJ,Japan,,4
1FPK,Korea,,4
1FPKN,North Korea,,5
1FPKS,South Korea,,5
1FPM,Mongolia,,4
1H,Africa,,2
1HB,North Africa,,3
1HBA,Algeria,,4
1HBC,Chad,,4
1HBE,Egypt,,4
1HBEN,Nile river,,5
1HBES,Suez canal,,5
1HBL,Libya,,4
1HBM,Morocco,,4
1HBMA,Atlas Mountains,,5
1HBS,Sudan,,4
1HBT,Tunisia,,4
1HBW,Western Sahara,,4
1HBX,The Sahara,,4
1HF,Sub-Saharan Africa,,3
1HFD,West Africa,,4
1HFDA,Mauritania,,5
1HFDB,Benin,,5
1HFDE,Sierra Leone,,5
1HFDF,Burkina Faso,,5
1HFDG,Gambia,,5
1HFDH,Ghana,,5
1HFDL,Liberia,,5
1HFDM,Mali,,5
1HFDN,Nigeria,,5
1HFDR,Niger,,5
1HFDS,Senegal,,5
1HFDT,Togo,,5
1HFDU,Guinea,,5
1HFDV,Cape Verde,,5
1HFDX,Guinea-Bissau,,5
1HFDY,Ivory Coast,,5
1HFG,East Africa,,4
1HFGA,Ethiopia,,5
1HFGD,Djibouti,,5
1HFGE,Eritrea,,5
1HFGK,Kenya,,5
1HFGQ,Burundi,,5
1HFGR,Rwanda,,5
1HFGS,Somalia,,5
1HFGSR,Republic of Somaliland,,6
1HFGT,Tanzania,,5
1HFGU,Uganda,,5
1HFJ,Central Africa,,4
1HFJA,Cameroon,,5
1HFJC,Congo,Class here: Congo-Brazzaville,5
1HFJG,Gabon,,5
1HFJQ,Equatorial Guinea,,5
1HFJR,Central African Republic,,5
1HFJS,Sao Tome & Principe,,5
1HFJZ,Democratic Republic of Congo (Zaire),Class here: Congo-Kinshasa,5
1HFM,Southern Africa,,4
1HFMA,Angola,,5
1HFMB,Botswana,,5
1HFMK,Swaziland,,5
1HFML,Lesotho,,5
1HFMM,Malawi,,5
1HFMN,Namibia,,5
1HFMQ,Mozambique,,5
1HFMQZ,Zambesi river,,6
1HFMS,Republic of South Africa,,5
1HFMW,Zimbabwe,,5
1HFMZ,Zambia,,5
1HS,South Indian Ocean Islands,,3
1HSC,Comoros,,4
